주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
이수파이브 주차장,서초구 방배동 1715-0,BS,55,1000,10,1000,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48509,126.982757
공유) 사당동 남일교회(1~19 구간)(구),동작구 사당동 127-32,NS,18,1200,60,600,30,0,0,2024-10-02 12:27:42,0000 ~ 1159,0000 ~ 1159,0059 ~ 1159,1661-5806,2일,37.4882426,126.9777699
남성사계시장(구),동작구 사당동 139-67,NW,18,300,5,300,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.48783,126.980144
공유) 사당3동 다112(구),동작구 사당동 708-580,NS,1,1200,60,600,30,0,0,2022-09-21 07:17:21,0000 ~ 1159,0000 ~ 1159,0000 ~ 1159,02-1661-5806,미연계,37.4860487,126.9728352
공유) 사당3동 다블럭(구),동작구 사당동 169-16 ,NS,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48431181,126.97368066
사당솔밭도서관,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4840674,126.9673849
글빛정보도서관,관악구 봉천동 1717-4 ,BP,3,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-828-5814,미연계,37.486213,126.9597033
청림길-1,청림길 16-3 ~ 청림길 1,T,21,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4881278,126.9598572
강남고려병원,관악구 봉천동 36-83,BS,33,1000,30,1000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.485556,126.956782
서울YWCA봉천종합사회복지관,관악구 봉천동 37-0 ,BP,15,,,,,,0,,0900 ~ 2000,0900 ~ 1800,0000 ~ 0000,02-870-4451,미연계,37.486684,126.957531
우성타운상가,관악구 봉천동 1706-0 ,BS,80,1500,30,500,10,30000,80,2024-10-02 16:09:03,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.486163,126.958534
봉천동 메카플러스주차장,관악구 봉천동 463-4 ,BS,52,1500,30,1500,30,15000,35,2024-10-02 16:08:16,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,02-1899-7275,20분,37.48615857,126.94738402
은천동 주민센터(복합청사),관악구 봉천동 905-29 ,BP,13,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-879-4233,미연계,37.485306,126.942445
봉천현대-1,양녕로 49 ~ 양녕로 45,T,17,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4861474,126.9468589
은천로,은천로 40 ~ 은천로 46,T,6,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.486090151613844,126.94005948446397
보라매동 주민센터 주차장,관악구 봉천동 661-0 ,BP,10,,,,,,0,,0900 ~ 2000,0000 ~ 0000,0000 ~ 0000,02-879-4209,미연계,37.48817,126.932708
보라매동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.488155,126.93274
신림동제2공영(구),관악구 신림동 1472-1,NS,33,250,5,0,0,0,0,,1000 ~ 2000,1000 ~ 2000,1000 ~ 1900,,미연계,37.484799,126.925567
관악신사시장 공영주차장,관악구 신림동 494-37,BS,13,150,5,150,5,,0,,1000 ~ 2000,1000 ~ 2000,1000 ~ 2000,02-2081-2670,미연계,37.486714,126.917284
신대방역 공영주차장(시),관악구 신림동 498-0,NW,60,260,5,260,5,18700,56,2024-10-02 16:08:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6144,20분,37.48830327,126.91452278
신사동제1공영주차장,관악구 신림동 511-1 ,BS,41,50,5,50,5,,0,,0900 ~ 1900,0900 ~ 1600,0000 ~ 0000,02-2681-2670,미연계,37.484447,126.915449
우정주차장(민영),관악구 신림동 512-3,NP,8,2000,30,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-858-5412,미연계,37.484638,126.916167
구로디지털단지역(상) 공영주차장(시),관악구 신림동 1677-5,NW,31,260,5,260,5,18700,19,2024-10-02 16:08:51,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-4927-3981,20분,37.48481135,126.90323392
신사로,조원로 25 ~ 신사로 7,T,15,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48454614059348,126.90429219530082
구로디지털단지역 공영주차장(시),구로구 구로동 810-3,NW,91,260,5,260,5,18700,59,2024-10-02 16:08:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6034,20분,37.48543179,126.90124331
이마트구로점,구로구 구로동 188-26 ,BS,600,1000,10,1000,10,0,210,2024-10-02 16:09:01,0940 ~ 2300,0940 ~ 2300,1040 ~ 2300,02-2009-1100,20분,37.484406,126.897938
한국산업단지공단 서울지역본부,구로구 구로동 188-5 ,BP,57,,,,,,0,,0000 ~ 0000,0700 ~ 2200,0700 ~ 2200,070-8895-7304,미연계,37.484633,126.897396
TP타워,구로구 구로동 197-21 ,BS,348,1500,30,600,10,24000,1299,2024-10-02 16:09:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2621-2860,20분,37.48515535,126.89507102
대륭포스트타워7차,구로구 구로동 170-10 ,BS,319,1000,30,1000,30,20000,278,2024-10-02 16:07:49,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6942-9500,20분,37.487319,126.894567
벽산디지털밸리7차,구로구 구로동 170-13 ,BS,150,0,30,1000,30,20000,102,2024-10-02 16:08:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6344-7650,20분,37.487507,126.894005
삼성IT밸리 주차장,구로구 구로동 197-5 ,BS,326,1000,30,1000,30,0,278,2024-10-02 16:08:52,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2028-2364,20분,37.486037,126.894718
에이스테크노타워3차 주차장,구로구 구로동 197-48,BS,310,1000,30,1000,30,48000,186,2024-10-02 16:08:57,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2109-6031,20분,37.484386,126.893324
우림이비지센터,구로구 구로동 170-5,BS,511,0,30,1000,30,22000,376,2024-10-02 16:09:19,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2108-1191,20분,37.486919,126.895235
구로3동 마을공동주차장(구),구로구 구로동 797-1,NW,20,50,5,50,5,0,0,,1000 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.485024,126.888443
예술인주차장(민영),구로구 구로동 806-73,NP,23,1500,30,500,10,16000,0,,0900 ~ 2400,0900 ~ 2400,0900 ~ 2400,,미연계,37.486062,126.88596
가산디지털환승(구),금천구 가산동 35-2,NS,41,150,5,0,0,10000,0,,0830 ~ 1900,0000 ~ 0000,0000 ~ 0000,,미연계,37.48531526,126.8811332
공유) 01-51구역(구),금천구 가산동 2-240,NS,56,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.485294,126.88153
공유) 01-52구역(구),금천구 가산동 34-91,NS,40,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.485043,126.881386
세창주차장(민영),구로구 구로동 717-8,NP,8,2000,60,,,,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,010-9740-8181,미연계,37.487395,126.88425
영일주차장(민영),구로구 가리봉동 10-4,NP,28,1000,60,500,10,10000,0,,0900 ~ 2400,0900 ~ 2400,0900 ~ 2400,,미연계,37.485293,126.882841
하늘공원주차장(구),구로구 가리봉동 1-11,NW,198,150,5,150,5,0,0,2024-05-26 14:35:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.48713079,126.88080148
가산디지털 서측(구),금천구 가산동 505-3,NW,160,300,10,300,10,9000,0,,0830 ~ 1900,0000 ~ 2400,0000 ~ 2400,,미연계,37.48568215,126.87969296
에이스가산포휴,금천구 가산동 517-4,BS,597,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.485186,126.87868
KT개봉빌딩,구로구 개봉동 280-7 ,BS,116,0,30,1000,30,24000,82,2024-10-02 16:09:21,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.48671161,126.85769069
랑데르오피스텔상가,구로구 천왕동 282-2 ,BS,22,1500,30,500,10,30000,22,2024-10-02 16:09:06,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.486598,126.838248
천왕역 공영주차장(시),구로구 천왕동 280-11,NW,327,170,5,170,5,12200,292,2024-10-02 16:08:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6343,20분,37.48728845,126.83918316
송파성희프라자 주차장,송파구 장지동 880-1,BS,82,0,30,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.481719,127.142222
위례아이온스퀘어 주차장,송파구 장지동 881-0,BS,284,0,60,1500,30,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.481103,127.142372
문정프라비다 주차장(민영),송파구 문정동 652-1,NP,375,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-6328-6543,미연계,37.48327,127.122932
문정아이파크 주차장,송파구 문정동 652-5,BS,386,500,10,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4822715,127.1220937
송파법조타운푸르지오시티,송파구 문정동 652-0,BS,340,500,10,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4829272,127.1219054
송파아이파크 주차장,송파구 문정동 624-0,BS,865,500,10,500,10,20000,0,,0600 ~ 0100,0600 ~ 0100,0600 ~ 0100,,미연계,37.479812,127.121819
송파푸르지오시티오피스텔 주차장,송파구 문정동 620-0,BS,724,1500,30,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.480805,127.121265
송파한화오벨리스크 주차장,송파구 문정동 622-0,BS,860,500,30,500,30,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.480117,127.119738
유탑테크밸리 민영주차장,송파구 문정동 651-14,BS,88,1500,30,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.48353101,127.12178201
파트너스1빌딩 주차장,송파구 문정동 651-10,BS,88,500,10,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4837028,127.12120001
파트너스2빌딩 주차장,송파구 문정동 651-15,BS,92,500,10,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4834008,127.1213295
하이파킹 문정프라비다점,송파구 문정동 652-1,BS,344,2000,30,1000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4831361,127.1224909
힐스테이트에코문정,송파구 문정동 652-4,BS,380,0,30,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4825929,127.1228207
일원본동주민센터 주차장,강남구 일원동 735-3 ,BP,15,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3423-8253,미연계,37.483326,127.086497
광평로-1,광평로 10길 15 ~ 광평로 10길 15,T,35,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4831366,127.0834173
일원본동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48335028,127.0864621
일원터널 공영주차장(시),강남구 일원동 722-1,NW,11,130,5,130,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6449,미연계,37.48285728,127.07937197
개포도서관 주차장,강남구 개포동 139-0,BS,17,300,10,300,10,,0,,0900 ~ 1800,0900 ~ 1700,0900 ~ 1700,,미연계,37.483082,127.063796
개포로-1,개포로 303 ~ 개포로 303,T,12,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4814304,127.0541543
언주로-10,개포동 656 ~ 개포동 656,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4800677,127.0544758
강남수도사업소 주차장,강남구 도곡동 459-4,BS,30,500,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.4833,127.047035
논현로22길(구),강남구 개포동 1266-0,NW,97,200,5,200,5,,60,2024-10-02 16:09:25,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2176-0907,20분,37.48150119,127.04781332
도곡2문화센터 주차장,강남구 도곡동 459-0 ,BP,32,,,,,,0,,0600 ~ 2200,0600 ~ 1800,0000 ~ 0000,02-2176-0760,미연계,37.48373,127.046402
매봉주차장(민영),강남구 도곡동 457-7,NP,36,1500,30,800,10,20000,0,,0800 ~ 1900,0000 ~ 0000,0000 ~ 0000,,미연계,37.483247,127.04638742
유건주차장(민영),강남구 도곡동 457-0,NP,40,2000,30,1000,10,30000,0,,0900 ~ 2100,0900 ~ 2100,1000 ~ 1900,02-575-8433,미연계,37.4838,127.045861
도곡2동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48370486,127.0463325
영광주차장(민영),서초구 양재동 6-35,NP,19,3000,30,1000,10,0,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-3463-9803,미연계,37.482011,127.041041
제이프러스빌딩,서초구 양재동 16-13 ,BS,110,3000,30,1000,15,25000,64,2024-10-02 16:09:26,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-4044-1889,20분,37.47967132,127.03967212
서초구청 주차장,서초구 서초동 1376-3 ,BP,147,500,10,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4837382,127.03264253
양재역 주차장(민영),서초구 양재동 23-0,NP,894,1500,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.483518,127.034357
GS건설 서초타워,서초구 서초동 1424-2 ,BS,185,1500,30,1000,10,0,105,2024-10-02 16:09:10,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.48327278,127.02113395
LG베스트샵서초본점 주차장,서초구 서초동 1460-10 ,BS,26,2000,10,2000,10,60000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4834941,127.0113347
국민건강보험공단 민영주차장,서초구 서초동 1449-1,BS,26,6000,60,1000,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.481712,127.014823
마임전용주차장(민영),서초구 서초동 1465-9,NP,30,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2186-6300,미연계,37.47987506,127.01078877
서리풀주차장(민영),서초구 서초동 1451-44,NP,20,3000,30,1000,10,12000,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-523-3312,미연계,37.48196901,127.0127986
서초삼아제약 주차장,서초구 서초동 1464-14,BS,40,3000,30,1000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4807077,127.0118911
서초평화빌딩 주차장,서초구 서초동 1451-34,BS,261,3000,30,1000,10,144000,0,,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,,미연계,37.482886,127.012652
오륜(민영),서초구 서초동 1451-57,NP,13,3000,30,1000,10,,0,,0800 ~ 1800,0000 ~ 2400,0000 ~ 2400,010-8101-6830,미연계,37.4830546,127.0136524
남부순환로,서초동 738-13 ~ 서초동 산130-19,T,15,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.479558984359564,127.01133414558876
승정빌딩주차장(민영),서초구 서초동 1485-3,NP,23,1500,30,500,10,15000,0,,0900 ~ 2200,0000 ~ 0000,0000 ~ 0000,,미연계,37.483307,127.009435
성산빌딩주차장,서초구 방배동 983-41 ,BS,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.480311,126.998784
프린스효령빌딩 주차장,서초구 방배동 984-3,BS,62,2000,30,2000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.48132,126.998883
하이파킹방배점 주차장(민영),서초구 방배동 1002-0,NP,200,3000,30,2500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.48117901,127.00350201
한국감정평가사회관 주차장,서초구 방배동 1022-3,BS,71,1000,10,1000,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.479562,126.999569
머리재빌딩 주차장,서초구 방배동 984-1,BS,47,1500,30,1500,30,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.481201,126.998335
방배센트럴빌딩 주차장,서초구 방배동 909-6,BS,38,1000,10,1000,10,30000,0,,0830 ~ 2130,0830 ~ 2130,0830 ~ 2130,,미연계,37.481855,126.997026
방배아크로타워 주차장,서초구 방배동 923-6,BS,191,1000,10,1000,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 0000,,미연계,37.483151,126.995322
방배역 공영주차장(구),서초구 방배동 910-16 ,NS,9,250,5,250,5,5,0,,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,미연계,37.4829116,126.9965787
방배역 노상 공영주차장(구),서초구 방배동 91-16,NS,10,500,10,500,10,0,0,,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,010-3378-9822,미연계,37.48286274,126.99658853
서학빌딩 주차장,서초구 방배동 907-10,BS,19,1000,10,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.483588,126.996814
청권사(민영),서초구 방배동 185-2,NP,14,2500,30,,,30000,0,,0700 ~ 1900,0000 ~ 0000,0000 ~ 0000,0803303600,미연계,37.481972,126.998435
중앙로공영주차빌딩(구),서초구 방배동 977-17,NW,50,300,10,300,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-5538-2751,미연계,37.482255,126.99203
지호빌딩 주차장,서초구 방배동 919-1,BS,53,2000,30,500,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.482742,126.99234
방배노인종합복지관 주차장,서초구 방배동 455-11,BS,16,500,10,500,10,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.480796,126.98277
방배복개도로 제1지역 공영주차장(구),서초구 방배동 493-3,NS,126,250,5,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2155-7284,미연계,37.48098893,126.98243893
방배복개도로 제2지역 노상 공영,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48352593,126.982413
공유) 사당1동 가블럭(구),동작구 사당동 1001-37,NS,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48352948,126.97766319
대호주차장(민영),동작구 사당동 1030-20,NP,20,1500,30,1500,30,30000,0,,0500 ~ 2330,0500 ~ 2330,0500 ~ 2330,02-521-5917,미연계,37.480328,126.981232
사당1동주민센터,동작구 사당동 1004-52 ,BP,10,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-820-2571,미연계,37.483053,126.97878
공유) 삼일주차장(민영),동작구 사당동 265-1,NP,15,0,0,0,0,0,0,2024-10-02 15:48:56,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-820-9818,2시간,37.483706,126.973835
공유) 은행나무골(구),동작구 사당동 297-1,NW,22,0,0,0,0,0,0,2024-09-30 16:19:26,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-820-9818,2일,37.481083,126.97161
종점주차장(민영),동작구 사당동 318-102,NP,28,2000,30,1000,15,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-9931-6670,미연계,37.482771,126.973937
지산주차장(민영),동작구 사당동 318-12,NP,79,1500,30,500,10,20000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-597-2964,미연계,37.482959,126.974287
엔젤데이케이센터 지하주차장(구),동작구 사당동 278-34,NW,5,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.48266125,126.97036098
"행운동제1공영주차장(구,봉천6동 까치공영주차장)",관악구 봉천동 1677-10 ,BS,78,150,5,150,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2081-2675,미연계,37.479931,126.960639
관악프라자(민영),관악구 봉천동 29-28,NP,16,2000,30,1000,10,,0,,0900 ~ 2100,0900 ~ 2100,0000 ~ 0000,02-887-1871,미연계,37.483205,126.955543
고운주차장(민영),관악구 봉천동 931-3,NP,10,2000,30,500,10,15000,0,,0800 ~ 2200,0800 ~ 2200,0000 ~ 0000,02-873-2824,미연계,37.482811,126.941952
삼모 더 프라임 타워,관악구 신림동 1638-1,BS,437,1500,10,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.482214,126.9289
서원동제1공영(구),관악구 신림동 1642-7,NS,34,250,5,0,0,0,0,,1100 ~ 2100,1100 ~ 2100,1100 ~ 2000,,미연계,37.48365166,126.92677064
신림주차장(민영),관악구 신림동 1606-4,NP,5,2000,30,,,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-855-0490,미연계,37.481411,126.927568
중앙주차장,관악구 신림동 1636-35,BS,30,2000,30,0,0,15000,0,,0500 ~ 2400,0500 ~ 2400,0500 ~ 2400,,미연계,37.480804,126.928085
타임스트림[신림역 2호점],관악구 신림동 1641-2 ,BS,264,1000,30,1000,10,30000,195,2024-10-02 16:09:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.48386679,126.93020739
신림동525번지39호유료주차장(민영),관악구 신림동 525-39,NP,8,1000,30,1000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.483068,126.916332
런던웨딩프라자(민영),관악구 신림동 1484-7,NP,90,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-830-2222,미연계,37.481005,126.91184028
명진유료주차장(민영),관악구 신림동 1659-30,NP,10,1500,30,500,10,10000,0,,0900 ~ 2100,0900 ~ 2100,0000 ~ 0000,02-857-4704,미연계,37.480947,126.904588
조원동제1공영주차장,관악구 신림동 571-6,BS,105,250,5,250,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2081-2670,미연계,37.481058,126.905737
조원동제2공영(구),관악구 신림동 1675-9,NS,55,250,5,0,0,0,0,,0900 ~ 1900,0900 ~ 1600,0000 ~ 0000,,미연계,37.48374873,126.90290099
조원동주민센터,관악구 신림동 568-27 ,BP,14,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-879-4563,미연계,37.482572,126.907816
한국에너지정보문화재단,금천구 독산동 901-1 ,BP,10,,,,,,0,,1800 ~ 0800,0000 ~ 0000,0000 ~ 0000,02-2191-1435,미연계,37.480357,126.908297
지플러스타워,구로구 구로동 222-31,BS,348,1000,30,1000,30,0,266,2024-10-02 16:09:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6969-7117,20분,37.48307,126.897861
포포인츠 바이 쉐라톤 서울 구로,구로구 구로동 1128-1 ,BS,108,2000,30,1000,10,40000,0,2024-08-07 17:58:10,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6905-9566,미연계,37.48318,126.89884
G-Tower[구로 지스퀘어점],구로구 구로동 832-0 ,BS,1359,700,10,700,10,30000,1117,2024-10-02 16:09:33,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6077-0001,20분,37.48016976,126.8952706470708
JNK디지털타워,구로구 구로동 222-3 ,BS,394,0,30,1000,30,20000,240,2024-10-02 16:09:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6124-6114,20분,37.482417,126.897046
구로 한화비즈메트로,구로구 구로동 851-0 ,BS,374,0,30,1000,30,0,289,2024-10-02 16:09:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2621-2490,20분,37.480802,126.892895
마리오타워,구로구 구로동 222-12,BS,301,1000,30,1000,30,0,224,2024-10-02 16:09:33,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-890-8498,20분,37.482225,126.895367
에이스 하이엔드 타워 1차 부설주차장,구로구 구로동 235-2 ,BS,544,1000,30,1000,30,,429,2024-10-02 16:09:36,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-6220-2010,20분,37.48153894,126.89345807
에이스트윈타워2차,구로구 구로동 212-30 ,BS,334,1000,50,1000,20,24000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2109-1205,미연계,37.48395719,126.89413417
코오롱 디지털 타워빌란트 2차 부설주차장,구로구 구로동 222-8 ,BS,321,1000,30,1000,30,15000,0,2023-07-28 08:39:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2081-1112,미연계,37.48289584,126.8960456
코오롱 디지털타워 빌란트 1차,구로구 구로동 222-7 ,BS,454,1000,30,1000,30,20000,303,2024-10-02 16:09:36,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2103-5711,20분,37.48346092,126.89654064
가리봉주차장(민영),구로구 가리봉동 125-15,NP,10,2000,60,2000,60,10000,0,,0700 ~ 1900,0700 ~ 1900,0700 ~ 1900,,미연계,37.480086,126.888881
가족통합지원센터 주차장,구로구 가리봉동 118-11,BP,47,100,5,50000,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.482556,126.88971
로타리주차장(민영),구로구 가리봉동 127-10,NP,10,3000,60,0,,0,0,,0800 ~ 1900,0800 ~ 1900,0800 ~ 1900,,미연계,37.4798298,126.89000992
시장주차장(민영),구로구 가리봉동 126-37,NP,69,5000,60,1500,30,15000,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.48125583,126.88893939
SJ테크노빌(구),금천구 가산동 60-19,NS,37,250,5,0,0,15000,0,,0830 ~ 1900,1000 ~ 1800,1000 ~ 1900,,미연계,37.48007415,126.88351074
가산 우림라이온스밸리,금천구 가산동 371-28,BS,1367,1000,30,1000,30,,692,2024-10-02 16:09:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2026-4200~2,20분,37.479934,126.882532
가산비즈니스센터,금천구 가산동 371-6 ,BS,163,0,30,1000,30,20000,117,2024-10-02 16:09:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3289-9114,20분,37.48018615,126.88106079
스타밸리 주차장,금천구 가산동 60-11,BS,346,1000,30,1000,30,20000,323,2024-10-02 16:09:26,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2027-0117,20분,37.48169755,126.88484394
에이스테크노타워10차 주차장,금천구 가산동 470-5 ,BS,285,2000,60,1000,30,20000,107,2024-10-02 16:09:33,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6670-5300,20분,37.48291585,126.88115699
가산A1타워 주차장,금천구 가산동 459-7 ,BS,211,0,30,550,30,20000,136,2024-10-02 16:09:24,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.482971,126.878859
