주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
신촌노외 공영주차장(구),마포구 노고산동 49-64,NW,24,400,5,400,5,0,23,2024-10-02 14:29:29,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.553711,126.934128
에피소드 신촌369,마포구 노고산동 57-50 ,BS,193,3000,30,3000,30,20000,193,2024-10-02 14:28:38,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.554134,126.934784
라이즈 오토그래프컬렉션 호텔,마포구 서교동 354-5 ,BS,105,1000,15,1000,15,25000,53,2024-10-02 14:25:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-330-7969,20분,37.554439,126.921297
칼리오페 주차장,마포구 서교동 344-6 ,BS,32,3000,30,1000,10,30000,32,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.55349117,126.92431124
망원1-2 공영주차장(구),마포구 망원동 403-2,NW,148,200,5,0,0,0,143,2024-10-02 14:29:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5052,20분,37.55558459,126.90587312
망원2주차장[서울함공원옆],마포구 망원동 205-5 ,BP,229,1000,30,200,10,10000,157,2024-10-02 14:28:55,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.553965,126.896929
김포국제공항 화물청사 주차장,강서구 공항동 1373-9002 ,BP,1124,1000,30,500,15,12000,999,2024-10-02 14:29:34,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2660-2515,20분,37.554713,126.809034
다올빌딩,강동구 상일동 502-2 ,BS,96,1000,15,500,15,0,75,2024-10-02 14:29:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1588-5783,20분,37.54991985,127.17592213
한국종합기술 사옥[강동첨단 2호점],강동구 상일동 501-2,BS,300,1000,15,1000,15,40000,285,2024-10-02 14:29:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.54976664,127.17440477
명일동 주차장(구),강동구 명일동 312-250,NW,241,250,5,250,5,,189,2024-10-02 14:29:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-442-6124,20분,37.55097027,127.14292219
공유) 광장동 IoT 공유주차장(구),광진구 광장동 102-0 ,NS,39,0,0,0,0,0,0,2024-10-02 09:30:07,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,0,2일,37.551184,127.110972
한국소아마비협회,광진구 구의동 16-3,BS,150,1000,60,1000,30,20000,150,2024-10-02 14:28:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.550808,127.09759
어린이대공원(상상나라),광진구 능동 436-10 ,BP,394,150,5,150,5,,247,2024-10-02 14:29:40,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-456-8721,20분,37.55093306,127.07649254
공유) 19-17(구),성동구 송정동 68-57,NS,7,900,30,900,30,10000,0,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.550354126,127.06837751
공유) 19-21(구),성동구 송정동 73-568,NW,9,900,30,900,30,10000,0,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.550551,127.067161
송정동(건물) 공영주차장(구),성동구 송정동 68-57,NW,122,100,5,100,5,,83,2024-10-02 14:26:42,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.549976,127.0680728
공유) 18-23(구),성동구 성수동2가 280-25,NS,6,900,30,900,30,10000,6,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54742,127.06253
공유) 19-01(구),성동구 송정동 73-474,NS,39,900,30,900,30,10000,29,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54887732,127.06327915
공유) 19-02(구),성동구 송정동 66-28,NS,8,900,30,900,30,10000,5,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.549574824,127.06457197
공유) 19-03(구),성동구 송정동 73-839 ,NS,21,900,30,900,30,10000,16,2024-10-02 14:29:07,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.551250507,127.06615984
공유) 18-05(구),성동구 성수동2가 289-201,NS,19,900,30,900,30,10000,14,2024-10-02 14:29:09,1830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5487,127.05536127
공유) 18-11(구),성동구 성수동2가 278-3 ,NS,7,900,30,900,30,10000,8,2024-10-02 14:29:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5479718,127.05989
성수2가3동(건물) 공영주차장(구),성동구 성수동2가 299-19,NW,196,100,5,100,5,,191,2024-10-02 14:24:06,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.54913662,127.05519826
공유) 16-09(구),성동구 성수동1가 13-298,NS,10,900,30,900,30,10000,11,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55074865727688,127.05020070075989
공유) 16-10(구),성동구 성수동1가 13-219,NS,5,900,30,900,30,10000,4,2024-10-02 14:29:07,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55014473098784,127.050222158432
공유) 16-14(구),성동구 성수동1가 13-219,NS,15,900,30,900,30,10000,7,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55066359753223,127.05024361610412
공유) 16-17(구),성동구 성수동1가 13-219,NS,10,900,30,900,30,10000,10,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54740371784213,127.04962118328591
공유) 18-01(구),성동구 성수동2가 284-109 ,NS,16,900,30,900,30,10000,9,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5494,127.0518
공유) 18-02(구),성동구 성수동2가 284-50,NS,10,900,30,900,30,10000,7,2024-10-02 14:29:09,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2204-7970,20분,37.54819,127.05135405
공유) 18-03(구),성동구 성수동2가 284-22 ,NS,9,900,30,900,30,10000,4,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54808,127.05362
서울숲아이티밸리,성동구 성수동1가 13-164 ,BS,300,1500,30,1500,30,0,240,2024-10-02 14:29:06,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6965-7001,20분,37.547178,127.050013
공유) 16-01(구),성동구 성수동1가 656-1830 ,NS,11,900,30,900,30,10000,9,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.550820957,127.04624712
공유) 16-03(구),성동구 성수동1가 656-1264,NS,8,900,30,900,30,10000,7,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.550255309,127.04538345
공유) 16-04(구),성동구 성수동1가 656-2003 ,NS,15,900,30,900,30,10000,10,2024-10-02 14:29:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.549511028,127.04634368
공유) 16-06(구),성동구 성수동1가 7-15,NS,7,900,30,900,30,10000,4,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54866891869198,127.04750776290893
누디트서울숲 주차장,성동구 성수동1가 656-1731 ,BS,122,3000,30,1000,10,50000,94,2024-10-02 14:29:46,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-1811-8787,20분,37.547753,127.045195
공유) 16-36(구),성동구 성수동1가 676-1,NS,87,900,30,900,30,10000,78,2024-10-02 14:29:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5486300809474,127.04114608441367
뚝섬유수지(평면) 공영주차장(구),성동구 성수동1가 685-63,NW,352,150,5,150,5,0,333,2024-10-02 14:29:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.54982,127.041794
공유) 08-07(구),성동구 응봉동 193-115,NS,7,900,30,900,30,10000,5,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.549464244,127.03298091
응봉동(평면) 공영주차장(구),성동구 응봉동 210-3,NW,65,100,5,100,5,0,51,2024-10-02 14:29:50,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.549237,127.033572
공유) 12-02(구),성동구 금호동4가 633-0,NS,18,900,30,900,30,10000,12,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.546874087,127.02728588
공유) 09-02(구),성동구 금호동1가 1566-4,NS,33,900,30,900,30,10000,28,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54994909,127.02660799
공유) 09-06(구),성동구 금호동1가 636-0,NW,18,900,30,900,30,10000,15,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55082911,127.02632265
공유) 10-04(구),성동구 금호동3가 620-0,NS,33,900,30,900,30,10000,35,2024-10-02 14:29:07,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55087391,127.02336887
금남시장 공영주차장(구),성동구 금호동3가 294-0,NW,17,200,5,200,5,,11,2024-10-02 14:29:06,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.5484862,127.0232804
공유) 11-05(구),성동구 금호동3가 1331-0,NS,16,900,30,900,30,10000,13,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54896,127.01793
공유) 11-10(구),성동구 금호동3가 915-0,NS,37,900,30,900,30,10000,27,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54968115,127.01962878
공유) 12-01(구),성동구 금호동4가 1507-0,NS,17,900,30,900,30,10000,14,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5473207,127.01593307
장충단로(한남광장) 관광버스전용 주차장(시),용산구 한남동 9-19,NS,5,0,0,0,0,0,2,2024-10-02 14:29:43,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.54738352,127.00269901
공덕1-1 공영주차장(구),마포구 공덕동 11-243,NW,80,1000,60,500,30,0,4,2024-10-02 14:30:03,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-300-5046,20분,37.547386,126.960882
서강대역 환승 공영주차장(구),마포구 신수동 93-35,NW,98,150,5,150,5,,78,2024-10-02 14:30:03,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5052,20분,37.551022,126.936452
강동홈플러스 주차장,강동구 천호동 42-0 ,BS,719,,,,,,719,2024-10-02 14:26:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,080-330-3600,20분,37.54569237,127.14227409
천호1동 주차장(구),강동구 천호동 87-26,NW,188,150,5,150,5,,123,2024-10-02 14:30:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-487-0073,20분,37.544695,127.136656
고분다리전통시장 주차장(구),강동구 천호동 280-9,NW,26,150,5,150,5,85000,24,2024-10-02 14:30:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7547-3512,20분,37.542974,127.132245
"광나루1, 2주차장",강동구 천호동 483-8 ,BP,168,1000,30,200,10,10000,338,2024-10-02 14:29:22,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.54524688,127.11991897
천호유수지 주차장(구),강동구 천호동 329-0,NW,168,150,5,150,5,0,93,2024-10-02 14:30:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-473-3124,20분,37.54482977,127.12189925
어린이대공원(구의문),광진구 능동 18-14 ,BP,335,150,5,150,5,,197,2024-10-02 14:30:11,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-456-8721,20분,37.5455346,127.0850851
빌리브인테라스,광진구 화양동 111-12 ,BS,286,1500,30,500,10,30000,286,2024-10-02 14:29:59,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,20분,37.545989,127.0739607
공유) 18-21(구),성동구 성수동2가 279-1,NS,8,900,30,900,30,10000,6,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54620633,127.06341326
공유) 18-25(구),성동구 성수동2가 277-43,NS,9,900,30,900,30,10000,6,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54601,127.06187
공유) 18-29(구),성동구 성수동2가 277-37,NS,12,900,30,900,30,10000,12,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.543821505,127.0608382
공유) 18-41(구),성동구 성수동2가 276-4,NS,16,900,30,900,30,10000,10,2024-10-02 14:29:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54265418,127.06185
공유) 18-46(구),성동구 성수동2가 273-12,NS,17,900,30,900,30,10000,15,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54246,127.06102609
공유) 18-10(구),성동구 성수동2가 277-17,NS,33,900,30,900,30,10000,17,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54574,127.05851
공유) 18-14(구),성동구 성수동2가 278-32 ,NS,8,900,30,900,30,10000,7,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5464,127.06045
공유) 18-15(구),성동구 성수동2가 277-25,NS,7,900,30,900,30,10000,6,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.545576848,127.05996
공유) 18-18(구),성동구 성수동2가 277-55 ,NS,8,900,30,900,30,10000,0,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54452,127.05846
공유) 18-36(구),성동구 성수동2가 315-109,NS,15,900,30,900,30,10000,11,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.544130719,127.05642342
공유) 18-44(구),성동구 성수동2가 314-8 ,NS,9,900,30,900,30,10000,7,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54396,127.05576
공유) 18-45(구),성동구 성수동2가 317-2,NS,13,900,30,900,30,10000,13,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54314,127.0588
공유) 18-04(구),성동구 성수동2가 300-80 ,NS,20,900,30,900,30,10000,12,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54659,127.05106
공유) 18-32(구),성동구 성수동2가 301-31,NS,9,900,30,900,30,10000,9,2024-10-02 14:29:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5453,127.05007
공유) 18-33(구),성동구 성수동2가 301-79,NS,10,900,30,900,30,10000,7,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.545614,127.052007
공유) 18-34(구),성동구 성수동2가 302-34,NS,8,900,30,900,30,10000,6,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5439,127.05278
공유) 18-43(구),성동구 성수동2가 301-80 ,NS,21,900,30,900,30,10000,14,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.545479022,127.0505172
팩토리얼 성수,성동구 성수동2가 314-11 ,BS,154,3000,30,1000,10,,92,2024-10-02 14:23:20,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1811-8787,20분,37.54422641973328,127.05447614192961
공유) 15-01(구),성동구 성수동1가 656-488,NS,6,900,30,900,30,10000,6,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.545839,127.045891
공유) 15-03(구),성동구 성수동1가 656-421,NS,12,900,30,900,30,10000,0,2024-10-02 14:29:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.543620313,127.04537272
공유) 15-25(구),성동구 성수동1가 656-421,NS,13,900,30,900,30,10000,0,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54314,127.04659
공유) 15-27(구),성동구 성수동1가 22-27,NS,32,900,30,900,30,10000,19,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.544292346,127.0470947
공유) 16-30(구),성동구 성수동1가 8-49,NS,7,900,30,900,30,10000,7,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54677201040518,127.04723417758941
공유) 16-31(구),성동구 성수동1가 10-3,NS,7,900,30,900,30,10000,7,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54587032406914,127.0472127199173
갤러리아포레 더몰 상가 주차장,성동구 성수동1가 685-696* ,BS,785,2000,10,2000,10,0,207,2024-10-02 14:28:34,0500 ~ 2340,0500 ~ 2340,0500 ~ 2340,02-468-5200,20분,37.545295,127.043045
공유) 14-02(구),성동구 옥수동 321-4,NS,38,900,30,900,30,10000,37,2024-10-02 14:29:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.544193,127.016471
공유) 14-03(구),성동구 옥수동 558-0,NS,19,900,30,900,30,10000,13,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54435,127.0169
옥수역 공영주차장(시),성동구 옥수동 401-1,NS,31,170,5,170,5,0,17,2024-10-02 14:30:23,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-9381-8004,20분,37.54249491,127.01721255
공덕 효성해링턴스퀘어 주차장,마포구 도화동 25-13 ,BS,260,3000,30,1000,10,,177,2024-10-02 14:30:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2854-4608,20분,37.543023,126.951226
마포 재정회관빌딩,마포구 공덕동 253-42 ,BS,153,500,10,500,10,20000,76,2024-10-02 14:30:00,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,02-3274-2370,20분,37.546364,126.953287
마포신영지웰 주차장,마포구 공덕동 461-0 ,BS,208,1000,20,500,10,0,208,2024-10-02 14:29:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.5438757,126.95009648
별정우체국연금관리단빌딩,마포구 공덕동 254-8,BS,79,0,30,500,10,20000,79,2024-10-02 14:29:49,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.545954,126.953002
이마트 마포점[마포 공덕역 3호점],마포구 신공덕동 173-0 ,BS,364,1000,10,1000,10,30000,133,2024-10-02 14:30:37,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.54244058,126.95338137
나이스파크서강점주차장,마포구 구수동 60-0,BS,70,2000,30,2000,30,25000,70,2024-10-02 14:29:52,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.545996,126.932496
망원1주차장[당산철교북단],마포구 합정동 352-5 ,BP,128,1000,30,200,10,10000,89,2024-10-02 14:30:03,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.545234,126.909896
양화진 공영주차장(구),마포구 합정동 139-21,NW,133,200,5,200,5,0,39,2024-10-02 14:30:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.545722,126.911222
양화3주차장[양화선착장앞],영등포구 양화동 26-8 ,BP,393,1000,30,200,10,10000,144,2024-10-02 14:30:36,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,02-842-0224,20분,37.54489139,126.89289421
드림앤드림,강서구 화곡동 1024-9 ,BS,17,1500,30,1000,30,30000,17,2024-10-02 14:29:58,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.544613,126.837163
우성아트빌,강동구 길동 385-6,BS,76,1000,20,1000,20,15000,76,2024-10-02 14:29:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.538432,127.137169
천호3동 주차장(구),강동구 천호동 167-195,NW,187,150,5,150,5,,170,2024-10-02 14:30:44,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-472-0066,20분,37.53890256,127.13325491
천호3동제2 주차장(구),강동구 천호동 174-1,NW,183,150,5,150,5,,109,2024-10-02 14:30:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-482-1717,20분,37.54053,127.134109
2001아울렛 천호점[천호아울렛점],강동구 천호동 563-0,BS,296,1000,40,1000,10,0,174,2024-10-02 14:30:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.54131025,127.12594022
대우한강베네시티,강동구 천호동 425-5,BS,102,2000,30,2000,30,30000,102,2024-10-02 14:30:02,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-1522-0741,20분,37.540584,127.125039
천호역 공영주차장(시),강동구 천호동 455-0,NW,1431,260,5,260,5,18700,1321,2024-10-02 14:30:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6201,20분,37.53849749,127.12512853
현대백화점 천호점,강동구 천호동 455-8 ,BS,699,0,30,1000,10,0,359,2024-10-02 14:30:47,1000 ~ 2200,0000 ~ 0000,0000 ~ 0000,02-2225-8713,20분,37.53886562,127.12444339
광나루3주차장[천호대교 하부],송파구 풍납동 49-2,BP,191,1000,30,200,10,10000,12,2024-10-02 14:30:03,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.541306,127.116449
건국대학교사범대학부속중학교 주차장,광진구 화양동 528-0 ,BS,100,2000,30,2000,30,30000,100,2024-10-02 14:29:48,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1899-7275,20분,37.54069,127.082013
LG전자베스트샵 건대입구점,광진구 자양동 227-318,BS,18,1000,10,1000,10,50000,18,2024-10-02 14:29:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.537905,127.076347
건국대학교병원,광진구 화양동 4-12 ,BS,659,0,30,500,10,20000,480,2024-10-02 14:30:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2030-7967,20분,37.54043859,127.07212746
연한빌딩,광진구 화양동 6-2 ,BS,47,2000,30,500,10,24000,29,2024-10-02 14:30:00,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,02-499-5632,20분,37.54064061,127.07017995
자양4동 공영주차장(구),광진구 자양동 5-5,NW,83,150,5,0,0,0,73,2024-10-02 14:30:07,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2049-4595,20분,37.53867795,127.06824343
공유) 17-12(구),성동구 성수동2가 269-16 ,NS,7,900,30,900,30,10000,0,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5402418,127.0625534
공유) 17-11(구),성동구 성수동2가 268-0 ,NS,27,900,30,900,30,10000,21,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53957343,127.0593229
공유) 17-13(구),성동구 성수동2가 272-41 ,NS,9,900,30,900,30,10000,0,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5399746,127.06039855
공유) 17-16(구),성동구 성수동2가 330-4 ,NS,15,900,30,900,30,10000,15,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5394386,127.0553073
공유) 17-18(구),성동구 성수동2가 269-236 ,NS,9,900,30,900,30,10000,4,2024-10-02 14:29:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53928655,127.06004897
공유) 17-31(구),성동구 성수동2가 331-79 ,NS,19,900,30,900,30,10000,17,2024-10-02 14:29:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5379131,127.05649422
공유) 17-38(구),성동구 성수동2가 590-1 ,NS,19,900,30,900,30,10000,13,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.537979165,127.05766797
공유) 18-40(구),성동구 성수동2가 273-39 ,NS,15,900,30,900,30,10000,16,2024-10-02 14:29:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.542297497,127.05991029
공유) 18-48(구),성동구 성수동2가 273-60,NS,9,900,30,900,30,10000,9,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54207,127.05925
무신사 E1,성동구 성수동2가 271-22,BS,70,1000,15,1000,15,40000,70,2024-10-02 14:30:28,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-5579-0907,20분,37.541721,127.058677
공유) 15-10(구),성동구 성수동2가 843-0 ,NS,23,900,30,900,30,10000,22,2024-10-02 14:29:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.541901923,127.05103218
공유) 17-02(구),성동구 성수동2가 333-139,NS,24,900,30,900,30,10000,8,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.541200094,127.05371975
공유) 17-22(구),성동구 성수동2가 496-1,NS,5,900,30,900,30,10000,3,2024-10-02 14:29:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5383223,127.0520354
공유) 15-06(구),성동구 성수동1가 656-1661,NS,5,900,30,900,30,10000,5,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54235,127.04897
공유) 15-12(구),성동구 성수동1가 34-9,NS,4,900,30,900,30,10000,4,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54006,127.04911
공유) 15-23(구),성동구 성수동1가 656-243,NS,15,900,30,900,30,10000,15,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.54017,127.04673
메가박스 성수점,성동구 성수동1가 656-335 ,BS,230,2000,30,1000,10,20000,207,2024-10-02 14:30:22,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,080-330-3600,20분,37.5420109,127.044587
성수1가1동(건물) 공영주차장(구),성동구 성수동1가 656-260,NW,93,100,5,100,5,,89,2024-10-02 14:20:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.53996228,127.04638485
에피소드 성수101 주차장,성동구 성수동1가 72-114 ,BS,48,1000,30,500,10,15000,48,2024-10-02 14:29:49,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.54078374,127.0487364
